,Unnamed: 0,overview,popularity,title,generos_name
7703,7703,"When his cattlemen abandon him for the gold fields, rancher Wil Andersen is forced to take on a collection of young boys as his cowboys in order to get his herd to market in time to avoid financial disaster. The boys learn to do a man's job under Andersen's tutelage; however, neither Andersen nor the boys know that a gang of cattle thieves is stalking them.",3.189566,The Cowboys,"Action, Adventure, Drama, Western"
7704,7704,"At a family reunion, the Cooper clan find that their parents' home is being foreclosed. ""Temporarily,"" Ma moves in with son George's family, Pa with daughter Cora. But the parents are like sand in the gears of their middle-aged children's well regulated households. Can the old folks take matters into their own hands?",2.890527,Make Way for Tomorrow,"Drama, Romance"
7705,7705,"Susan Applegate, tired of New York after one year and 25 jobs, decides to return to her home town. Discovering she hasn't enough money for the train fare, Susan disguises herself as a 12-year-old and travels for half the price. Caught out by the conductors, she hides in the compartment of Major Philip Kirby, a military school instructor who takes the ""child"" under his wing.",1.283194,The Major and the Minor,"Comedy, Romance"
7706,7706,"When a US Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",8.999948,The Caine Mutiny,"Drama, War"
7707,7707,"After opening a convent in the Himalayas, five nuns encounter conflict and tension as they attempt to adapt to their remote, exotic surroundings.",8.657125,Black Narcissus,Drama
7708,7708,"Defiant's crew is part of a fleet-wide movement to present a petition of grievances to the Admiralty. Violence must be no part of it. The continual sadism of Defiant's first officer makes this difficult, and when the captain is disabled, the chance for violence increases.",0.525019,H.M.S. Defiant,"History, Drama, Action, Adventure"
7709,7709,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",11.837667,Escape from Alcatraz,"Crime, Drama"
7710,7710,"When 9-year-old orphan Oliver Twist dares to ask his cruel taskmaster, Mr. Bumble, for a second serving of gruel, he's hired out as an apprentice. Escaping that dismal fate, young Oliver falls in with the street urchin known as the Artful Dodger and his criminal mentor, Fagin. When kindly Mr. Brownlow takes Oliver in, Fagin's evil henchman Bill Sikes plots to kidnap the boy.",6.061655,Oliver Twist,"Adventure, Drama, Family"
7711,7711,A dramatization of the controversial trial concerning the right for Neo-Nazis to march in the predominately Jewish community of Skokie.,1.322607,Skokie,"TV Movie, Drama"
7712,7712,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",16.22986,Shrek 2,"Adventure, Animation, Comedy, Family, Fantasy"
7713,7713,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",15.049695,The Day After Tomorrow,"Action, Adventure, Science Fiction, Thriller"
7714,7714,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",12.448933,Raising Helen,"Drama, Comedy, Romance"
7715,7715,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",8.604389,Soul Plane,"Romance, Comedy"
7716,7716,"Director Mario Van Peebles chronicles the complicated production of his father Melvin's classic 1971 film, ""Sweet Sweetback's Baadasssss Song."" Playing his father in the film, Van Peebles offers an unapologetic account of Melvin's brash and sometimes deceptive conduct on the set of the film, including questionable antics like writing bad checks, tricking a local fire department and allowing his son, Mario, to shoot racy sex scenes at the age of 11.",4.081547,Baadasssss!,Drama
7717,7717,"A grandmother has a passionate affair with a man half her age, who is also sleeping with her daughter.",3.551063,The Mother,"Drama, Romance"
7718,7718,"Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.",5.084509,Saved!,"Comedy, Drama"
7719,7719,"When Anna and her family arrive at their holiday home, they find it occupied by strangers. This confrontation is just the beginning of a painful learning process.",2.379551,Time of the Wolf,Drama
7720,7720,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",28.460276,Harry Potter and the Prisoner of Azkaban,"Adventure, Fantasy, Family"
7721,7721,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,7.600017,Mindhunters,"Mystery, Thriller, Crime"
7722,7722,"Zatôichi is a 19th century blind nomad who makes his living as a gambler and masseur. However, behind this humble facade, he is a master swordsman gifted with a lightning-fast draw and breathtaking precision. While wandering, Zatôichi discovers a remote mountain village at the mercy of Ginzo, a ruthless gang-leader. Ginzo disposes of anyone who gets in his way, especially after hiring the mighty samurai ronin, Hattori, as a bodyguard. After a raucous night of gambling in town, Zatôichi encounters a pair of geishas--as dangerous as they are beautiful--who've come to avenge their parents' murder. As the paths of these and other colorful characters intertwine, Ginzo's henchmen are soon after Zatôichi. With his legendary cane sword at his side, the stage is set for a riveting showdown.",6.428263,Zatoichi,"Adventure, Drama, Action"
7723,7723,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",5.060352,The Chronicles of Riddick,"Action, Science Fiction"
7724,7724,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",10.003679,Garfield,"Animation, Comedy, Family"
7725,7725,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",10.81552,The Stepford Wives,"Action, Comedy, Science Fiction"
7726,7726,"Two friends who work in the same oshibori laundry are lost in the drudgery of everyday life. They hang out together, barely functioning and barely communicating. Their middle-aged boss makes a desparate attempt to connect with them with disasterous consequences. Their future is far from bright.",1.685394,Bright Future,"Drama, Mystery"
7727,7727,"Previously unreleased material outlines the campaign against Bill Clinton's presidency, from his days in Arkansas up to his impeachment trial.",0.842853,The Hunting of the President,Documentary
7728,7728,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",10.287419,Napoleon Dynamite,Comedy
7729,7729,"In this drama, a wealthy American doctor learns some important lessons about life in one of the poorest cities on Earth. Max Lowe (Patrick Swayze) is a Houston surgeon who has grown weary of the bureaucracy of American medicine. When he loses a patient on the operating table, Max impulsively decides to leave America and travel to India in the hope of ""finding himself."" Not long after he arrives in Calcutta, Max is attacked by a group of thugs and left without money or a passport.",1.408176,City of Joy,Drama
7730,7730,"Jack McKee is a doctor with it all: he's successful, he's rich, and he has no problems.... until he is diagnosed with throat cancer. Now that he has seen medicine, hospitals, and doctors from a patient's perspective, he realises that there is more to being a doctor than surgery and prescriptions.",8.337242,The Doctor,Drama
7731,7731,"In a touring Shakespearean theater group, a backstage hand - the dresser, is devoted to the brilliant but tyrannical head of the company. He struggles to support the deteriorating star as the company struggles to carry on during the London blitz. The pathos of his backstage efforts rival the pathos in the story of Lear and the Fool that is being presented on-stage, as the situation comes to a crisis.",1.182646,The Dresser,Drama
7732,7732,"Deadbeat dad kidnaps his kids from the bus to an abusive foster home and they go on a run. The cops are after them, they bicker constantly and his idea of a way out is grim, yet this dangerous ride might just turn them into a family.",2.011108,Father Hood,"Action, Comedy, Family"
7733,7733,"Set during WW I, Palmer and Hayden team up as vaudeville artists. Harry Palmer deliberately injures his hand to avoid being drafted to the army. Later, he makes up for this. WW I patriotism for a WW II audience, very sentimental, great musical episodes and songs.",6.165341,For Me and My Gal,"Drama, Music, Romance"
7734,7734,"Lucy Chadman (Shelley Long) chokes to death and is resurrected by her loopy sister Zelda (Judith Ivey) on the one year anniversary of her death. Lucy, of course, does not believe she has actually been dead and thinks it is an elaborate hoax until she goes to her apartment and discovers her husband (Corbin Bernsen) married to her gold digging best friend, Kim (Sela Ward).",1.078703,Hello Again,"Fantasy, Drama, Comedy, Science Fiction, Romance"
7735,7735,"British artist Colin Ware discovers that his fiancée, Vera, is going to marry another man. Distraught and despondent, he gets on a plane for America and ends up in the tiny town of Hope in New England. At first, Colin is depressed, but he soon finds more than a shoulder to cry on when his innkeepers introduce him to Mandy, a beautiful nurse. All's going well and Colin has almost forgotten his old flame until Vera shows up with a surprise of her own.",10.284616,Hope Springs,"Comedy, Romance"
7736,7736,A 1938 romantic comedy film which tells the story of a teenage boy who becomes entangled with three different girls all at the same time.,0.899034,Love Finds Andy Hardy,"Comedy, Romance"
7737,7737,"Rock Hudson and Doris Day are together again! Jerry Webster (Hudson) and Carol Templeton (Day) are rival Madison Avenue advertising executives who each dislike each other’s methods. After he steals a client out from under her cute little nose, revenge prompts her to infiltrate his secret ""VIP"" campaign in order to persuade the mystery product’s scientist to switch to her firm.",5.076113,Lover Come Back,"Comedy, Romance"
7738,7738,"The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",6.168241,Police Academy: Mission to Moscow,"Comedy, Crime"
7739,7739,"Whoever said dog is man's best friend never met Mij! Mij is a cute, cuddly pet shop otter who captures the heart of Graham Merill (Bill Travers). It doesn't take Graham long to realize that London is no place to raise a slippery otter. So he takes Mij to live in a ramshackle cottage on the coast of Scotland. Together they set out to explore the curious and magnificent natural wonders that surround their seaside home--from orphaned geese to tooth-less sharks. While Mij spends his days frolicking in the icy cold sea, Graham finds himself falling in love with the beautiful town doctor, Mary (Virginia McKenna). Before long, the three become inseparable friends.",0.508126,Ring of Bright Water,"Drama, Family, Foreign"
7740,7740,"Three 1960s California surfers fool around, drift apart and reunite years later to ride epic waves.",11.589692,Big Wednesday,Drama
7741,7741,"A woman is waiting in a motel for her boyfriend, when an old flame turns up and tries to take her back to the life she is trying to leave behind.",0.830943,Fool for Love,"Drama, Romance"
7742,7742,"Having written the music and screenplay for this film, Paul McCartney also plays himself in the leading role.  When the mastertape of McCartney's latest album is misplaced, he must discover its whereabouts in less than 24 hours or else risk losing his recording company to the lowlife Mr. Rath (John Bennett).  McCartney performs three new songs, along with classic Beatles' tunes. Co-starring are former Beatles mate Ringo Starr as the drummer in Paul's band, Ringo's real-life wife Barbara Bach, McCartney's then wife Linda and Tracy Ullman.",1.134476,Give My Regards to Broad Street,"Drama, Music"
7743,7743,"A con man and a young woman travel across the country, first in search of a man he knows, and then in search of a woman she knows.",0.211159,The Hi-Line,"Drama, Romance"
7744,7744,"A year after Sheila is killed in a hit-and-run, her multimillionaire husband invites a group of friends to spend a week on his yacht playing a scavenger hunt-style mystery game. The game turns out to be all too real and all too deadly.",1.569849,The Last of Sheila,"Crime, Mystery, Thriller"
7745,7745,"A young woman, Tara Maguire (Robin Wright) scandalizes her provincial Irish village in the 1950s by having a baby out of a wedlock, and refusing to name the father. She has a rare beauty and every man in town desires her, especially Sergeant Hegarty (Albert Finney). The arrival of a dramatic troupe stirs things up even more, especially when she falls in love with one f the ""Playboys"", Tom Casey (Aidan Quinn).",1.044831,The Playboys,"Drama, Romance"
7746,7746,Gertrude Lawrence rises to stage stardom at the cost of happiness.,0.585397,Star!,"Drama, Music, Romance"
7747,7747,"A Justice of the Peace performed weddings a few days before his license was valid. A few years later five couples learn they have never been legally married. Annabel Norris, already Mrs. Mississippi and ready to enter the Mrs. America contest, is now free to enter the Miss Mississippi contest.",1.241513,We're Not Married!,"Comedy, Romance"
7748,7748,"In a staid English seaside town after the Second World War, young Lynda grows up with her widowed father and younger sister. Rebellious Lynda has been swearing constantly from an early age. At sixteen, she becomes more exhibitionist and seeks out sexual encounters challenging the prevailing lower-middle class attitudes to sex. She eventually becomes pregnant by an acquaintance of her father.",0.290331,Wish You Were Here,"Comedy, Drama, Foreign, Romance"
7749,7749,"Professor Moriarity has a scheme for stealing the crown jewels from the Tower of London. To get Holmes involved, he persuades a gaucho flute player to murder a girl.",2.561651,The Adventures of Sherlock Holmes,"Crime, Mystery, Thriller"
7750,7750,"John Twiller takes down his high school yearbook and begins to reminiscence about that time he first moved into the neighborhood in 1956. His teenage self, Jack is obsessed with Lily one of the more popular girls around. The sole obstacle is Angelo, her bullying boyfriend. With the help of his pals Crutch, Floyd, and Spider, he makes every attempt possible to change her mind.",0.603549,Book of Love,"Comedy, Romance"
7751,7751,"Prince Paris of Troy, shipwrecked on a mission to the king of Sparta, meets and falls for Queen Helen before he knows who she is. Rudely received by the royal Greeks, he must flee...but fate and their mutual passions lead him to take Helen along. This gives the Greeks just the excuse they need for much-desired war.",5.489068,Helen of Troy,"Action, Adventure, Drama, Romance, War"
7752,7752,On his uncle's death Sir Henry Baskerville returns from abroad and opens up the ancestral hall on the desolate moors of Devonshire. Holmes uncovers a plot to have Sir Henry murdered by a terrible trained hound. First casting of Rathbone and Bruce as Holmes and Watson.,2.722222,The Hound of the Baskervilles,"Mystery, Thriller"
7753,7753,"An artist in crisis is haunted by nightmares from the past in Ingmar Bergman's only horror film, which takes place on a windy island. During ""the hour of the wolf"" - between midnight and dawn - he tells his wife about his most painful memories.",4.665202,Hour of the Wolf,"Drama, Horror"
7754,7754,"Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?",2.27258,The Molly Maguires,"Drama, History"
7755,7755,"The tranquility of a small town is marred only by sheriff Tod Shaw's unsuccessful courtship of widow Ellen Benson, a pacifist who can't abide guns and those who use them. But violence descends on Ellen's household willy-nilly when the U.S. President passes through town... and slightly psycho hired assassin John Baron finds the Benson home ideal for an ambush.",1.859033,Suddenly,"Crime, Drama, Thriller"
7756,7756,"After a car accident, Lizzie lies dead on the roadside - slowly she is taken into the light - but is pulled back to earth when she is revived by the doctors. Lizzie feels sure that during the 184 seconds that she lay dead, something latched on to her and came back into her world. The nightmares and visions that follow only crystallize her belief that she should have died in the crash... Then the disturbances start, at first merely tappings and bad smells - but soon the activity escalates. Lizzie seems to be the focus, but according to others, she's just playing games for attention. Only when Kate, her mother, is confronted with inexplicable events does she face the possibility that they may be the victims of a poltergeist infestation",0.085069,Urban Ghost Story,"Mystery, Thriller"
7757,7757,"A dazed woman walks the streets of Los Angeles looking for a man named David. After collapsing in a diner, she's taken to the psychiatric ward of a nearby hospital. Flashbacks reveal her obsession for David as a result of borderline personality disorder which ultimately leads to murder.",3.122447,Possessed,"Drama, Romance, Thriller"
7758,7758,"Nino and Bruno are two comedians who reach the heights of success with their duo act, turning them into huge TV celebrities. However, the hate between them grows as fast, and as much, as their fame",0.396431,Dying of Laughter,"Comedy, Foreign"
7759,7759,"Five children in an apparently ideal American small town find their lives changing as the years pass near the turn of the century in 1900. Parris and Drake, both of whom have lost their parents, are best friends; Parris dreams of becoming a doctor, studying under the father of his sweetheart Cassie, while Drake plans on becoming a local businessman when he receives his full inheritance - juggling girlfriends in the meantime. As they become adults, the revelations of local secrets threaten to ruin their hopes and dreams.",0.877933,Kings Row,"Romance, Drama, Mystery"
7760,7760,"The most important family in Hickoryville is (naturally enough) the Hickorys, with sheriff Jim and his tough manly sons Leo and Olin. The timid youngest son, Harold, doesn't have the muscles to match up to them, so he has to use his wits to win the respect of his strong father and also the love of beautiful Mary.",1.13281,The Kid Brother,"Comedy, Drama"
7761,7761,"Jerry and Ted are young, in love, and part of the New York 'in-crowd'. Jerry's decision to marry Ted crushes a yearning Paul. Distraught Paul gets drunk and wrecks his car, disfiguring young Dorothy's face in the process. Out of pity, Paul marries Dorothy. Years later, the apparent perfect marriage of Ted and Jerry falls apart from infidelity on both sides. Inwardly unhappy, popular Jerry lives a party life while Ted sinks into a life of alcoholism. Jerry then runs into Paul, who still loves her. After spending time together with Jerry, Paul plans to divorce Dorothy. When Jerry sees Dorothy again, she has second thoughts about where her life is heading.",0.648708,The Divorcee,Drama
7762,7762,"Giant preying mantis living in a south American jungle decide to move into suburban USA. Disguised as humans, the mantis are planning something.. Could it be connected to dad's job in the power station perhaps ?. One day the daughter mantis forgets WHAT she really is when she's with her boyfriend.. oops. Written by s jones",0.399156,Meet the Applegates,"Comedy, Science Fiction"
7763,7763,An anthology of various tales told in various styles with robots being the one common element among them.,1.193577,Robot Carnival,"Animation, Fantasy, Science Fiction"
7764,7764,"In a story told in narrative flashbacks, a young TV consultant is hired by the President of a bankrupt USA to organize a telethon in order to prevent the country from being repossessed by wealthy Native Americans.",0.942425,Americathon,Comedy
7765,7765,"Alvin has entered himself and Simon and Theodore in a hot-air balloon race around the world against the Chipettes to deliver diamonds for a group of diamond smugglers. The winners will collect a prize of $100,000. Kids and adults will enjoy this film made with musical numbers by the Chipmunks and the Chipettes.",3.624446,The Chipmunk Adventure,"Adventure, Animation, Family"
7766,7766,"The relationship between Sergeant Stryker and a group of rebellious recruits is made difficult by the Sergeant's tough training tactics. At Tarawa, the leathernecks have a chance to see Stryker in action, and begin to appreciate him.",2.828371,Sands of Iwo Jima,"Action, Drama, History, War"
7767,7767,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",3.187177,This Island Earth,"Mystery, Adventure, Science Fiction, Horror, Thriller"
7768,7768,"Unable to find her runaway son, a woman deceives two of her ex-lovers from her youth, a mild-mannered teacher and a tough journalist, that each is the real father in order to obtain their help.",4.727034,The ComDads,Comedy
7769,7769,"Anthony Adverse is a 1936 American drama film directed by Mervyn LeRoy. The screenplay by Sheridan Gibney is based on the sprawling 1,224-page novel of the same title by Hervey Allen.",0.332132,Anthony Adverse,"Action, Drama, Romance"
7770,7770,"Richard Dadier is a teacher at North Manual High School, an inner-city school where many of the pupils frequently engage in anti-social behavior. Dadier makes various attempts to engage the students' interest in education, challenging both the school staff and the pupils. He is subjected to violence as well as duplicitous schemes.",4.582859,Blackboard Jungle,Drama
7771,7771,"It tells the story of a romance between a young drifter named Strip Harrison (John Travolta) and an older wealthy woman, Trish Rawlings (Lily Tomlin).",0.292719,Moment by Moment,"Drama, Romance"
7772,7772,Two strangers meet and fall in love during the weekend that they are planning their respective weddings.,0.608227,It Had to Be You,"Comedy, Romance"
7773,7773,"The unborn child of Mamlakat is telling her story. She is 17, beautiful and vivacious, and dreaming secretly of becoming an actress. She lives with her father and brother in a small village in Central Asia. One night she is seduced by an actor from a travelling troupe, who poses as a friend of Tom Cruise, and makes her pregnant. She tries to abort, but her father and brother become determined to find the seducer, setting in motion a cascade of comic adventures.",1.257822,Luna Papa,"Drama, Comedy"
7774,7774,The story of the post World War II Jewish refugee situation from liberation to the establishment of the modern state of Israel.,0.426526,The Long Way Home,"Documentary, History, War"
7775,7775,"A chief of detectives, homicide section, commits a murder and deliberately leaves clues to prove his own responsibility for the crime.",4.772045,Investigation of a Citizen Above Suspicion,Drama
7776,7776,"Donna and Michael are getting married. But first, they have to plan the reception, get the tux, buy the rings, and cope with their own uncertainty about the decision. Michael fears commitment. Donna has her doubts about Michael's immaturity. Both are getting cold feet.",1.082105,True Love,"Comedy, Romance"
7777,7777,"During World War I, small-town girl Josephine Norris has an illegitimate son by an itinerant pilot. After a scheme to adopt him ends up giving him to another family, she devotes her life to loving him from afar.",0.956142,To Each His Own,Drama
7778,7778,"Dull and plain Catherine (Olivia de Havilland) lives with her emotionally distant father, Dr. Sloper (Ralph Richardson), in 1840s New York. Her days are empty -- filled with little more than needlepoint. Enter handsome Morris Townsend (Montgomery Clift), a dashing social climber with his eye on the spinster's heart and substantial inheritance. William Wyler's Oscar-winning film is an adaptation of the Henry James novel Washington Square.",4.72533,The Heiress,"Drama, Romance"
7779,7779,"During their annual visit to the Iowa State Fair, the Frake family enjoy many adventures. Proud patriarch Abel (Charles Winninger) has high hopes for his champion swine Blueboy; and his wife Melissa (Fay Bainter) enters the mincemeat and pickles contest...with hilarious results.",1.81628,State Fair,"Music, Romance"
7780,7780,"Directed by Jack Conway and Harold S. Bucquet, this 1944 film adaptation of Pearl Buck's novel, about a Chinese village invaded by Japanese soldiers, stars Katharine Hepburn, Walter Huston, Aline MacMahon (an Oscar nominee for Best Supporting Actress for her role), Agnes Moorehead, Turhan Bey, J. Carrol Naish, Hurd Hatfield, Frances Rafferty, Henry Travers and Akim Tamiroff.",0.602598,Dragon Seed,Drama
7781,7781,"When the head of a large manufacturing firm dies suddenly from a stroke, his vice-presidents vie to see who will replace him.",2.171544,Executive Suite,Drama
7782,7782,A small-town doctor helps a deaf-mute farm girl learn to communicate.,5.361702,Johnny Belinda,Drama
7783,7783,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.",5.266103,Super Size Me,"Documentary, Comedy, Drama"
7784,7784,"A charming racketeer seduces the DA's daughter for revenge, then falls in love.",1.671505,Johnny Eager,Drama
7785,7785,"When an itinerant reluctantly returns home to help his sickly mother run her shop, they're both tempted to turn to crime to help make ends meet.",1.038789,None But the Lonely Heart,"Drama, Romance"
7786,7786,"Time travel, still images, a past, present and future and the aftermath of World War III. The tale of a man, a slave, sent back and forth, in and out of time, to find a solution to the world’s fate. To replenish its decreasing stocks of food, medicine and energies, and in doing so, resulting in a perpetual memory of a lone female, life, death and past events that are recreated on an airport’s viewing pier.",7.282665,La Jetée,"Romance, Science Fiction"
7787,7787,"The second film in Terence Davies's autobiographical series (along with ""Trilogy"" and ""The Long Day Closes"") is an impressionistic view of a working-class family in 1940s and 1950s Liverpool, based on Davies's own family.  Through a series of exquisite tableaux Davies creates a deeply affecting photo album of a troubled family wrestling with the complexity of love.",1.402994,"Distant Voices, Still Lives",Drama
7788,7788,"The King of Kings is the Greatest Story Ever Told as only Cecil B. DeMille could tell it. In 1927, working with one of the biggest budgets in Hollywood history, DeMille spun the life and Passion of Christ into a silent-era blockbuster. Featuring text drawn directly from the Bible, a cast of thousands, and the great showman’s singular cinematic bag of tricks, The King of Kings is at once spectacular and deeply reverent—part Gospel, part Technicolor epic.",1.487999,The King of Kings,"Drama, History"
7789,7789,"Based on the Kenneth Roberts novel of the same name, this film tells the story of two friends who join Rogers' Rangers, as the legendary elite force engages the enemy during the French and Indian War. The film focuses on their famous raid at Fort St. Francis and their marches before and after the battle.",1.028599,Northwest Passage,"Adventure, History, Western, Drama"
7790,7790,"Dorian Gray, wishing to remain young and handsome for eternity, essentially sells his soul so that a portrait can age instead of him. Over the course of the years, Dorian commits every sort of sin, heavily influenced by his friend Lord Henry Wotton. But as his life goes on, he slowly realises the emptiness and evil which he has succumbed to.",9.080158,The Picture of Dorian Gray,"Fantasy, Drama, Horror, Thriller"
7791,7791,A ruthless motorcycle gang rides into a California town and terrorizes its denizens.,1.345165,The Born Losers,"Action, Drama"
7792,7792,"The Human Condition is a Japanese epic film trilogy made between 1959 and 1961. The trilogy follows the life of Kaji, a Japanese pacifist and socialist, as he tries to survive in the fascist and oppressive world of WWII-era Japan. No Greater Love (1959) opens with Kaji marrying his sweetheart Michiko despite his misgivings about the future.",2.756995,The Human Condition I: No Greater Love,"War, Drama, History"
7793,7793,A love story situated in the Himalayas. A Buddhist monk can't choose between life and the way of the Buddha.,0.976452,Samsara,"Romance, Drama, Adventure"
7794,7794,"Polly Parrish, a clerk at Merlin's Department Store, is mistakenly presumed to be the mother of a foundling. Outraged at Polly's unmotherly conduct, David Merlin becomes determined to keep the single woman and ""her"" baby together.",0.90772,Bachelor Mother,"Comedy, Romance"
7795,7795,"Drama critic Larry McKay, his wife Kay, and their four sons move from their crowded Manhattan apartment to an old house in the country. While housewife Kay settles into suburban life, Larry continues to enjoy the theater and party scene of New York. Kay soon begins to question Larry's fidelity when he mentions a flirtatious encounter with Broadway star Deborah Vaughn",1.014931,Please Don't Eat the Daisies,"Comedy, Family, Romance"
7796,7796,"Siddhartha is the story of a young Brahmin and his search for a meaningful way of life. His journey takes him through periods of harsh asceticism, sensual pleasures, material wealth, self-revulsion and eventually to the oneness and harmony that he had been seeking. The story is based on the best-selling novel by German Nobel Prize winner Hermann Hesse.",0.366362,Siddhartha,"Drama, Mystery"
7797,7797,"A psychopathic criminal (Cagney) with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",11.300976,White Heat,"Crime, Drama, Thriller"
7798,7798,"Ebeneezer Scrooge (Alastair Sim) contentedly meanders through his life as a cruel miser until one fateful Christmas Eve when he is visited by three ghosts. The spirits show him how his behavior over the years has made him a lonely, bitter old man, and how his heart has grown colder. Using events from Scrooge's idealistic past, dreary present and dismal future, the apparitions try their best to melt his steely soul. Tightfisted Ebeneezer Scrooge learns the error of his ways through the intervention of the ghost of his former partner and of the three spirits and, just in time for the holidays, manages to make everyone's lives a little brighter, his included!",13.294639,Scrooge,"Fantasy, Drama"
7799,7799,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Dresden, a heavily-defended city that invariably causes many Allied casualties",8.854911,Memphis Belle,"Drama, War, Action"
7800,7800,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,3.670599,The Cincinnati Kid,Drama
7801,7801,"A young man goes to prison and a tough, older convict takes him under his wing as a mentor.",6.432071,Animal Factory,"Crime, Drama"
7802,7802,"This movie is a stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",8.802676,The Panic in Needle Park,"Drama, Romance"
7803,7803,"Hattie (Susan Sarandon), a New Orleans hooker, meets a photographer named Bellocq (Keith Carradine) at her brothel one night and, after he photographs her, he befriends her 12-year-old daughter, Violet (Brooke Shields). When Violet is brought on as a working girl by her mother's madam and Hattie skips town to get married, Violet quickly loses her innocence and focuses on reuniting with Bellocq. But a life with Bellocq is compromised for Violet after her mother returns to town.",5.793494,Pretty Baby,"Drama, History"
7804,7804,Great monster fight sequences are a highlight of the 14th Godzilla film. Aliens armed with a mechanical Godzilla intend to take over the planet.  The earthlings summon the legendary King Seesar to assist Godzilla in the battle to defend earth.,1.931568,Godzilla vs. Mechagodzilla,"Action, Science Fiction"
7805,7805,"A young man who escaped the clutches of a murderous hitch-hiker is subsequently stalked, framed for the hitcher's crimes, and has his life made into hell by the same man he escaped.",5.648114,The Hitcher,"Action, Horror, Thriller"
7806,7806,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat.,2.01799,Show Boat,"Music, Romance"
7807,7807,Sir Walter Scott's classic story of the chivalrous Ivanhoe who joins with Robin of Locksley in the fight against Prince John and for the return of King Richard the Lionheart.,5.956582,Ivanhoe,"Action, Adventure, Drama, Romance"
